gene_R,log2FoldChange_R,gene_python,log2FoldChange_python,diff_log2fc,ratio_log2fc
b0142,0.271769355193903,b0142,0.2702512717567178,-0.0015180834371851804,0.9944140742575555
b0143,0.174710671892738,b0143,0.1791402979419541,0.0044296260492160955,1.0253540668193162
b0144,0.374341312373822,b0144,0.3785109360702333,0.004169623696411273,1.011138561410629
b0145,-0.927297727933934,b0145,-0.9212689952462296,0.006028732687704319,0.9934986008203248
b0146,0.109519658477812,b0146,0.1120340881664506,0.002514429688638589,1.0229587064421681
b0147,0.240663310594306,b0147,0.248306718153512,0.007643407559205978,1.0317597540743995
b0148,0.0084244135200299,b0148,0.0144622505370259,0.006037837016996001,1.7167071040186275
b0149,0.139229241274794,b0149,0.1452017187043132,0.005972477429519202,1.042896717491489
b0150,-0.387570652056705,b0150,-0.3815098306370973,0.006060821419607676,0.9843620217695923
b0151,-0.124975337629618,b0151,-0.1152219688367552,0.009753368792862802,0.9219576519827594
b0152,-0.096666618148554,b0152,-0.0904135619975053,0.006253056151048694,0.9353131797634711
b0153,-0.491741892921822,b0153,-0.48024617539252,0.011495717529302008,0.9766224564252661
b0154,-0.315435710879933,b0154,-0.3089792064066266,0.006456504473306368,0.9795314726563602
b0155,0.191202502464444,b0155,0.1983747406548602,0.00717223819041618,1.0375112150624175
b0156,0.0272946128305182,b0156,0.0369532757993526,0.0096586629688344,1.353867007706188
b0157,-0.245010105976066,b0157,-0.2381845801759439,0.006825525800122106,0.972141860137031
b0158,-0.15671496188723,b0158,-0.1505656742156815,0.006149287671548487,0.9607613236317957
b0159,-0.358590915969828,b0159,-0.3521715567798501,0.00641935918997788,0.9820983775547789
b0160,-0.0287538580218612,b0160,-0.0221739408718294,0.006579917150031801,0.7711640244926725
b0161,0.974018859754539,b0161,0.9781345119957822,0.004115652241243217,1.004225433830183
b0162,-2.11817692412847,b0162,-2.1026330539340288,0.015543870194441034,0.9926616752277024
b0163,-0.546387853133834,b0163,-0.5384415924138701,0.007946260719963849,0.9854567397968537
b0164,-0.291734135407246,b0164,-0.2719350353929127,0.019799100014333326,0.9321330704523323
b0166,-0.386921408013455,b0166,-0.3824437750780881,0.004477632935366904,0.9884275389197095
b0167,0.260226710036982,b0167,0.2653971027770989,0.00517039274011688,1.0198688010903343
b0168,-0.0981146733291045,b0168,-0.0916273397544586,0.006487333574645898,0.9338800879162534
b0169,-0.404494820059255,b0169,-0.3981939659506437,0.006300854108611309,0.9844229053225249
b0170,-0.614518013651508,b0170,-0.6079127883317396,0.006605225319768482,0.9892513723389168
b0171,-0.658984308256549,b0171,-0.6531580132544166,0.005826295002132387,0.991158674145752
b0172,-0.297298511645989,b0172,-0.2906211680454147,0.006677343600574315,0.9775399359936069
b0173,0.649804128785353,b0173,0.6526637779737288,0.002859649188375779,1.0044007864242432
b0174,-0.0119315104218072,b0174,-0.0055837452719592,0.0063477651498479995,0.46798310310770036
b0175,-0.0072679105175813,b0175,-0.0016647972555257,0.005603113262055599,0.2290613308320877
b0176,0.0870765243498487,b0176,0.0913891352658684,0.004312610916019699,1.0495266772326932
b0177,-0.156583695428581,b0177,-0.1531399336748526,0.0034437617537284027,0.9780068943685192
b0178,-0.269530643398308,b0178,-0.2639014049515334,0.005629238446774598,0.9791146625266804
b0179,0.0833428194771146,b0179,0.0872206697877306,0.0038778503106160073,1.0465289071685515
b0180,-0.0107527873555412,b0180,-0.0044613233601092,0.0062914639954320005,0.4148992454324097
b0181,-0.0573126121870243,b0181,-0.0532345679514925,0.004078044235531798,0.9288456051833025
b0182,0.285874677315704,b0182,0.2900669926920707,0.004192315376366718,1.0146648713895599
b0183,0.593271019798817,b0183,0.5953802958252915,0.0021092760264744825,1.0035553329862459
b0184,0.355277620674144,b0184,0.3598997865264355,0.0046221658522915265,1.0130100112794072
b0185,-0.0965049215102478,b0185,-0.0908164747673791,0.005688446742868697,0.9410553715411846
b0186,0.383072289265986,b0186,0.3879835784488268,0.004911289182840783,1.0128207894970722
b0187,0.583861167251681,b0187,0.589103666665803,0.005242499414122026,1.0089790171160025
b0188,0.272836069199706,b0188,0.2784787270438842,0.005642657844178223,1.0206814951583547
b0189,0.0868566744899762,b0189,0.090949554749465,0.0040928802594888125,1.0471222307729633
b0190,-0.254524114325254,b0190,-0.2474824222772536,0.007041692048000425,0.9723338903794322
b0191,0.379951169748801,b0191,0.3833701974345466,0.0034190276857455904,1.0089985976040186
b0192,0.537689872779223,b0192,0.5399735508885618,0.002283678109338827,1.0042472031275853
b0193,-0.028520279908706,b0193,-0.0243594828511011,0.004160797057604897,0.8541109319079724
b0194,-0.194357213383536,b0194,-0.1762400748289435,0.018117138554592516,0.9067843264513114
b0195,0.310741906699428,b0195,0.3151239014349919,0.004381994735563888,1.0141017179887568
b0196,0.0425417610562311,b0196,0.0479048890973094,0.005363128041078302,1.126067372575136
b0197,0.21542592863495,b0197,0.2202787049301836,0.004852776295233591,1.0225264262569658
b0198,0.382713253978309,b0198,0.3868090093422762,0.0040957553639671684,1.0107018905705296
b0199,0.973479088486086,b0199,0.9790409354841384,0.0055618469980524,1.0057133707994714
b0200,-0.289680037415842,b0200,-0.2817608995624779,0.007919137853364067,0.9726624660642529
b0201,-2.09266238194682,b0201,-2.0496029915835643,0.0430593903632559,0.9794236324336287
b0204,-1.83572919432491,b0204,-1.796172515116936,0.03955667920797401,0.97845178944135
b0205,-0.728059993473373,b0205,-0.690899779375301,0.03716021409807202,0.9489599560047368
b0207,-0.954962861513816,b0207,-0.9405739379145548,0.01438892359926125,0.9849324783411454
b0208,-0.0888094365111198,b0208,-0.0801436656764629,0.008665770834656902,0.9024228598323348
b0209,0.95362750709855,b0209,0.9567784943740344,0.0031509872754843515,1.0033042118143922
b0210,1.2127690066309,b0210,1.2102524586586536,-0.00251654797224643,0.9979249568891627
b0211,-0.0773326705406445,b0211,-0.0725604402081821,0.004772230332462393,0.9382895961163761
b0212,0.192505880198017,b0212,0.1988119080553952,0.006306027857378188,1.0327575856430549
b0213,-0.0271136034326716,b0213,-0.0194228703444128,0.007690733088258801,0.7163514946526233
b0214,0.226066934629682,b0214,0.2355513241410707,0.009484389511388691,1.0419538997462188
b0215,0.417631400572904,b0215,0.4211879567007522,0.0035565561278482205,1.00851601704989
b0217,0.406613449441508,b0217,0.3986576436343825,-0.007955805807125516,0.9804339826485007
b0219,0.615202488806659,b0219,0.6224483059981072,0.007245817191448234,1.0117779386840637
b0220,1.87520073572774,b0220,1.8810400596044623,0.005839323876722258,1.0031139726886125
b0221,-0.863906021158059,b0221,-0.8569261871733563,0.006979833984702699,0.9919206096337351
b0222,-0.413261367871954,b0222,-0.4070372461749481,0.006224121697005924,0.9849390187883847
b0223,0.011379491521218,b0223,0.0177343772997449,0.006354885778526902,1.5584507679167996
b0224,0.519869300543694,b0224,0.5242174678290447,0.004348167285350701,1.0083639624051723
b0225,0.172770072206071,b0225,0.1620475251983383,-0.010722547007732702,0.9379374745242717
b0226,0.115589911320749,b0226,0.1207707084398335,0.005180797119084493,1.0448204956634006
b0227,0.235264090248386,b0227,0.2349151525918491,-0.00034893765653687403,0.9985168256822855
b0228,-0.849400016672376,b0228,-0.8402991167113698,0.00910089996100616,0.9892854959002002
b0231,0.307467870096047,b0231,0.3090459374308172,0.0015780673347702279,1.0051324625700802
b0232,0.291262359791909,b0232,0.2937977611575074,0.0025354013655983776,1.0087048713311593
b0233,0.55940058479511,b0233,0.5562590240560673,-0.0031415607390427036,0.9943840588936936
b0234,0.585168473756153,b0234,0.5775722152573348,-0.007596258498818176,0.9870186812183193
b0237,0.186625946741882,b0237,0.1974795900032098,0.010853643261327817,1.058157204026615
b0238,-0.0229985651042106,b0238,-0.0148594650118322,0.0081391000923784,0.6461040045107733
b0239,0.130061406378217,b0239,0.135022465006767,0.004961058628550008,1.0381439718875813
b0240,-0.65322359016288,b0240,-0.6456791467071225,0.007544443455757555,0.9884504424375177
,,b0241,-0.0615292014504447,,
b0242,-0.16887792235133,b0242,-0.1586337263323222,0.010244196019007806,0.9393396373168542
b0243,0.0885433559311995,b0243,0.093037874230933,0.004494518299733505,1.0507606499941775
b0250,-0.310651966661005,b0250,-0.3013979065472661,0.00925406011373886,0.9702108433009303
b0251,-0.620525906863435,b0251,-0.6064222398886039,0.01410366697483112,0.9772714292524534
b0252,0.0863587709389946,b0252,0.0878368414762175,0.0014780705372228892,1.0171154651826508
b0253,-0.0999089129322922,b0253,-0.0914372144458538,0.008471698486438403,0.9152057785657258
b0254,-0.405065506114806,b0254,-0.3948135418347614,0.010251964280044601,0.9746906015810219
b0256,-0.218844660080326,b0256,-0.2139567678605611,0.0048878922197649055,0.9776650149107096
b0258,0.720227701055281,b0258,0.7253732026645527,0.005145501609271741,1.0071442706268205
b0259,-1.50113068706028,b0259,-1.494592543207797,0.006538143852482969,0.9956445205545116
b0260,0.384647985908523,b0260,0.3885028803417408,0.0038548944332177926,1.010021876038458
b0261,-0.652212421310479,b0261,-0.6377558876567386,0.014456533653740333,0.9778346238412738
b0262,0.334477145438541,b0262,0.3308758979052479,-0.003601247533293106,0.9892332029784234
b0264,0.0177825961083485,b0264,0.0301477931938095,0.012365197085460997,1.6953538735357
b0265,0.360811101431819,b0265,0.342314255213149,-0.018496846218669982,0.9487353738694061
b0266,0.130764461666098,b0266,0.1383882944081508,0.007623832742052805,1.0583020236914213
b0267,-0.224991655300218,b0267,-0.2171984553934192,0.007793199906798803,0.9653622713411307
b0268,-1.83146991086821,b0268,-1.825618935230563,0.005850975637647027,0.9968053116226882
b0269,-2.0809757483712,b0269,-2.074854398064663,0.006121350306536932,0.9970584230444165
b0270,-1.05957289006061,b0270,-1.0534264249679253,0.006146465092684794,0.9941991106507706
b0271,-0.762865044247843,b0271,-0.7493506442640407,0.013514399983802217,0.9822846778919764
b0272,0.0621793723191301,b0272,0.0703538628753985,0.008174490556268406,1.1314662765380383
b0273,0.58599858238879,b0273,0.5919381661724878,0.005939583783697855,1.0101358330245194
b0274,0.211586713508256,b0274,0.2041195249426467,-0.007467188565609295,0.9647086131175343
b0275,0.0504213801994125,b0275,0.0586825193894016,0.008261139189989095,1.1638419884048583
b0276,0.643936619169936,b0276,0.6411766709364354,-0.0027599482335006753,0.9957139442744251
b0277,-0.179383176769005,b0277,-0.1724260553879556,0.006957121381049397,0.9612164222623384
,,b0278,-0.1899001208669194,,
,,b0279,0.0568369440355055,,
b0280,0.411015678637617,b0280,0.413732982342192,0.0027173037045750137,1.006611192335976
b0281,0.158215695256483,b0281,0.1625469735710105,0.004331278314527509,1.0273757815715192
b0282,1.66899152814293,b0282,1.6959336657654536,0.02694213762252362,1.0161427647583698
b0283,1.31944462750395,b0283,1.323496038418417,0.004051410914466924,1.0030705425828526
b0284,1.76497096832204,b0284,1.7711028307960972,0.00613186247405717,1.0034742001903219
b0285,1.98155947460662,b0285,1.9845500081602032,0.002990533553583141,1.0015091818297186
b0286,1.72490603102805,b0286,1.7323027133998306,0.007396682371780594,1.0042881654065365
b0287,-1.6450772299836,b0287,-1.6291224674318314,0.015954762551768642,0.9903015115272565
b0289,0.312915116957079,b0289,0.3160651959535627,0.003150078996483674,1.0100668802041792
b0290,-0.0031068978577972,b0290,0.0011450200230898,0.004251917880887,-0.3685412509510766
b0291,0.132812891550509,b0291,0.1362353922749028,0.0034225007243938177,1.0257693412472104
,,b0292,-0.4862103346083193,,
b0293,-1.40780631824507,b0293,-1.3999010966242846,0.00790522162078533,0.9943847235814087
,,b0298,-0.1643975430432068,,
b0299,0.332300052130892,b0299,0.3427814214841163,0.010481369353224301,1.0315418829639416
b0301,-0.511955064069061,b0301,-0.4993883884134233,0.012566675655637682,0.9754535572795067
b0304,-1.12967805934192,b0304,-1.1219214034548683,0.0077566558870516555,0.9931337465369823
b0305,-1.38386526975146,b0305,-1.3679494538901056,0.015915815861354377,0.9884990134449918
b0306,-4.85769390849216,b0306,-4.852183519741285,0.0055103887508751725,0.9988656368938269
b0307,-3.75868804761445,b0307,-3.750056657655308,0.008631389959142144,0.997703616301805
b0308,-3.92495937307359,b0308,-3.91608281094816,0.008876562125430087,0.9977384321003866
,,b0310,-0.2957454627866891,,
b0311,0.0859479717691253,b0311,0.0904851493104173,0.004537177541292001,1.0527898151393245
b0312,0.154478787754106,b0312,0.1595540396442345,0.0050752518901285015,1.0328540375278392
b0313,0.22516166448992,b0313,0.2302873646248111,0.005125700134891081,1.0227645329701343
b0314,0.236747580820837,b0314,0.2406729789499371,0.003925398129100116,1.0165805205505805
b0315,-0.640537030122724,b0315,-0.6456889252286016,-0.005151895105877546,1.0080430870716257
b0316,-0.785594637966455,b0316,-0.777785462894751,0.007809175071703978,0.9900595361853305
b0318,0.236871567284649,b0318,0.2385569657992156,0.0016853985145665884,1.0071152419595435
,,b0319,0.7139217714120883,,
b0320,-0.0236847229565446,b0320,-0.0261085087382675,-0.002423785781722903,1.102335407771918
b0321,0.254750536519406,b0321,0.2563607952868546,0.0016102587674486357,1.0063209239495594
,,b0322,0.2688256893695237,,
b0323,0.228849967140364,b0323,0.2406568253650369,0.011806858224672895,1.0515921342362755
b0324,0.00825886283006,b0324,0.0148466561130165,0.0065877932829565,1.7976634820690731
b0325,0.57416918494971,b0325,0.5792378521300592,0.005068667180349151,1.0088278286491343
b0328,-1.97907632799026,b0328,-1.981423336863356,-0.0023470088730961347,1.001185911245515
b0329,-1.03639636444023,b0329,-1.0285345316480423,0.007861832792187773,0.9924142605455452
b0330,-1.38010788492693,b0330,-1.3699300575315527,0.010177827395377204,0.9926253392893875
,,b0331,0.0255249581327008,,
b0333,0.542141384461082,b0333,0.5328735657434378,-0.00926781871764415,0.9829051627798957
b0334,-0.137573251681109,b0334,-0.1186852760369128,0.01888797564419621,0.8627060463179426
b0335,0.202398047817951,b0335,0.199680732307091,-0.002717315510860019,0.9865743986162152
b0336,-0.46409220949821,b0336,-0.4548055616862964,0.009286647811913629,0.9799896494234311
b0337,-0.0386359977660357,b0337,-0.033086965271455,0.005549032494580698,0.8563766224394297
b0338,-0.327200891541136,b0338,-0.3221796471000699,0.005021244441066108,0.9846539402218137
b0339,0.556396193609104,b0339,0.5816127607951086,0.025216567186004624,1.0453212431638605
b0340,0.293043256567436,b0340,0.2929862963685304,-5.6960198905608994e-05,0.9998056252869532
b0341,0.414958757793876,b0341,0.424186475208068,0.009227717414192038,1.0222376736021939
b0342,-3.05170666620884,b0342,-3.04840144963424,0.003305216574599701,0.9989169284809717
b0343,-2.81317046670693,b0343,-2.7932079400140495,0.019962526692880456,0.9929039043566213
b0344,-2.46939249517006,b0344,-2.463427141820737,0.0059653533493229105,0.997584283032774
b0345,-0.720299320016129,b0345,-0.713468665509893,0.006830654506235989,0.9905169221788478
b0346,-1.49796399091269,b0346,-1.4881800599550672,0.009783930957622866,0.9934685139182406
b0347,-0.618837214844338,b0347,-0.5997276524772328,0.01910956236710515,0.9691202114082426
b0348,-0.461301487044725,b0348,-0.4373421993855896,0.02395928765913541,0.9480615425442744
b0349,-0.213569572888937,b0349,-0.2059113026350654,0.007658270253871585,0.9641415668426976
b0350,0.107584111184909,b0350,0.1189527348336192,0.011368623648710205,1.1056719577221819
b0351,-0.0465066894361923,b0351,-0.0320535452441843,0.014453144192008001,0.6892244026133514
b0352,0.105268933688012,b0352,0.1081220317553797,0.002853098067367693,1.0271029445004496
b0353,0.141853048423862,b0353,0.1373259493790821,-0.004527099044779909,0.9680859939558523
b0354,-0.441894365736113,b0354,-0.4322943768165659,0.009599988919547109,0.9782753760538329
b0355,-1.04124277056465,b0355,-1.030806134253548,0.010436636311102143,0.9899767502775145
b0356,-0.753402442583058,b0356,-0.7468306882959148,0.006571754287143183,0.9912772325709328
b0357,-0.874128398510921,b0357,-0.8550003950944028,0.019128003416518102,0.9781176272855308
b0358,0.562865309359308,b0358,0.5545890834517744,-0.00827622590753363,0.985296258678734
b0360,0.100297572200841,b0360,0.1055773147022322,0.005279742501391196,1.05264078068429
b0361,0.0745227441495757,b0361,0.0839523796841169,0.009429635534541195,1.126533659517621
,,b0363,0.1553654679375549,,
,,b0365,-0.4707019862982955,,
b0366,-1.64675649044112,b0366,-1.5661470782180071,0.08060941222311291,0.9510495858428225
b0367,-0.479503486839476,b0367,-0.3985763473780374,0.08092713946143865,0.8312272138105834
b0368,-0.164059702378933,b0368,-0.1575343597627645,0.006525342616168495,0.9602258048652512
b0369,0.418770984478193,b0369,0.4243339360668375,0.005562951588644505,1.0132839948201668
b0372,0.191426177900309,b0372,0.2001764933354042,0.00875031543509519,1.0457111745690926
b0373,0.278726545453271,b0373,0.2758513275443416,-0.002875217908929417,0.9896844489488661
b0376,-0.0555987072850921,b0376,-0.0505849933221715,0.0050137139629206,0.9098231918017103
b0377,1.03759075210075,b0377,1.041995005952859,0.004404253852109186,1.0042446926624897
b0378,0.903229086388869,b0378,0.9093606785624836,0.006131592173614586,1.0067885238263625
